price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,house_age,has_been_renovated
415000.0,2.0,1.0,1050,60113,1.0,0,0,4,1050,0,71,0
263000.0,3.0,1.75,1570,7775,2.0,0,0,3,1570,0,32,0
519900.0,4.0,2.0,1820,9350,1.0,0,0,4,1820,0,47,0
570000.0,2.0,1.75,1540,4025,1.0,0,0,4,1190,350,106,0
450000.0,3.0,1.5,2060,44866,1.0,0,0,3,2060,0,61,0
300000.0,3.0,1.0,1090,9900,1.0,0,0,4,1090,0,59,1
320000.0,3.0,1.75,1480,7225,1.0,0,0,4,1480,0,49,0
387500.0,4.0,1.0,1320,4440,1.5,0,0,3,1320,0,85,0
458000.0,1.0,2.25,2140,10350,1.0,0,0,3,1470,670,38,0
380000.0,4.0,3.0,2800,9764,2.0,0,0,3,2800,0,12,0
200000.0,3.0,1.0,1050,5000,1.0,0,0,4,1050,0,47,0
385000.0,3.0,1.5,1490,9630,1.0,0,0,4,1490,0,55,0
396675.0,2.0,1.0,1730,6375,2.0,0,0,4,1730,0,69,0
452000.0,4.0,1.0,1210,3760,1.5,0,0,3,1210,0,114,1
426000.0,4.0,2.5,2800,8494,2.0,0,0,3,2800,0,10,1
792000.0,3.0,1.5,1570,1050,2.0,0,0,3,1570,0,99,0
315000.0,3.0,2.25,1400,31626,1.0,0,0,2,1140,260,27,0
326000.0,6.0,3.0,1880,7200,1.0,0,0,4,1880,0,48,0
268500.0,2.0,1.0,790,8424,1.0,0,0,4,790,0,61,1
440000.0,2.0,1.75,1300,4000,2.0,0,0,3,1300,0,66,1
300000.0,3.0,1.0,2120,7735,1.0,0,0,4,1060,1060,47,0
525000.0,3.0,1.5,1540,4773,2.0,0,0,3,1540,0,73,1
978000.0,4.0,2.75,2620,13777,1.5,0,2,4,1720,900,88,1
1125000.0,6.0,3.0,2880,3192,2.0,0,0,4,2180,700,95,1
700000.0,4.0,1.0,1680,4021,1.5,0,0,3,1680,0,93,1
315000.0,2.0,1.0,790,6969,1.0,0,0,3,790,0,59,1
309000.0,3.0,1.0,1092,7500,1.5,0,0,3,1092,0,96,0
219950.0,3.0,1.5,1650,9936,1.0,0,0,3,1090,560,47,1
289000.0,3.0,2.5,2090,4700,2.0,0,0,3,2090,0,12,0
210000.0,4.0,1.75,2180,28710,1.0,0,0,3,1180,1000,64,1
260000.0,4.0,2.5,1990,6671,2.0,0,0,3,1990,0,25,0
699000.0,4.0,2.5,2650,7945,2.0,0,0,3,2650,0,8,0
299950.0,3.0,1.0,910,8000,1.0,0,0,4,740,170,64,1
749950.0,3.0,2.5,2770,10773,2.0,0,2,3,2770,0,22,0
1100000.0,3.0,2.0,2390,6888,2.0,0,1,5,2390,0,75,0
555000.0,3.0,2.5,3050,158558,1.0,0,0,4,3050,0,27,0
384000.0,3.0,2.5,1700,4000,2.0,0,0,3,1700,0,11,0
499950.0,5.0,3.5,3200,43560,2.0,0,0,3,3200,0,25,0
430000.0,3.0,1.75,1200,4500,1.0,0,0,5,1200,0,108,0
350000.0,4.0,2.25,2220,6953,2.0,0,0,4,2220,0,15,0
620000.0,3.0,2.5,2480,9041,2.0,0,0,3,2480,0,10,1
765000.0,4.0,2.25,2560,12100,1.0,0,0,4,1760,800,38,1
250000.0,4.0,1.5,2500,6300,1.0,0,0,4,1500,1000,53,1
376000.0,2.0,1.0,1150,4000,1.0,0,0,3,1150,0,67,1
475000.0,4.0,1.75,1650,7775,1.0,0,0,4,1150,500,64,1
120750.0,3.0,1.75,1140,9628,1.0,0,0,4,1140,0,45,0
330000.0,3.0,1.0,1180,43124,1.0,0,0,4,1180,0,55,0
619500.0,3.0,2.5,1700,4105,2.0,0,0,3,1700,0,22,0
345000.0,3.0,1.5,1240,11200,1.0,0,0,4,1240,0,60,1
598000.0,5.0,2.25,2890,12478,2.0,0,0,3,2890,0,37,1
335000.0,3.0,1.0,1060,10050,1.0,0,0,4,1060,0,47,0
372500.0,4.0,1.75,1590,10523,2.0,0,0,4,1590,0,92,0
300000.0,6.0,5.25,2860,5682,2.0,0,0,3,2860,0,36,0
194000.0,1.0,1.0,820,1060,1.0,0,0,3,760,60,7,0
507500.0,3.0,2.0,2020,8118,1.0,0,0,3,1020,1000,51,1
325000.0,4.0,2.25,1870,9680,1.0,0,0,4,1170,700,55,0
329900.0,3.0,2.5,2170,4905,2.0,0,0,3,2170,0,10,1
329000.0,4.0,2.5,1600,6765,1.0,0,0,3,830,770,67,1
494000.0,4.0,1.75,2090,4300,1.5,0,0,4,1250,840,89,1
206000.0,4.0,2.0,1700,6025,1.0,0,0,3,1700,0,36,0
423000.0,4.0,1.75,1940,6909,1.0,0,0,4,970,970,73,1
259000.0,3.0,1.0,1320,8625,1.0,0,0,4,1320,0,57,1
879950.0,4.0,2.25,3500,13875,1.0,0,4,4,1830,1670,76,0
345600.0,5.0,3.5,2800,5120,2.5,0,0,3,2800,0,111,1
395000.0,3.0,1.5,1080,2940,1.5,0,0,4,1080,0,94,0
625000.0,4.0,2.5,3550,8048,2.0,0,0,3,3550,0,7,0
439000.0,3.0,2.0,2010,251341,2.0,0,0,3,1510,500,11,0
380000.0,3.0,1.75,1690,1468,2.0,0,0,3,1380,310,6,0
440000.0,3.0,1.5,1270,1443,3.0,0,0,3,1270,0,7,0
415000.0,3.0,2.25,1970,2377,2.0,0,0,3,1680,290,6,0
860000.0,4.0,2.75,3160,8097,2.0,0,0,3,3160,0,0,0
500000.0,3.0,2.5,1210,1200,3.0,0,0,3,1210,0,6,0
953007.0,4.0,3.5,3120,5086,2.0,0,0,3,2480,640,6,0
515000.0,4.0,2.5,2670,8765,2.0,0,0,3,2670,0,8,0
772000.0,3.0,2.25,1640,1204,3.0,0,0,3,1640,0,0,0
329995.0,4.0,2.5,2303,3680,2.0,0,0,3,2303,0,1,1
409316.0,3.0,2.5,1800,3168,2.0,0,0,3,1800,0,0,0
490000.0,5.0,3.5,4460,2975,3.0,0,2,3,3280,1180,1,1
305000.0,2.0,2.5,1590,2656,2.0,0,0,3,1220,370,5,0
785000.0,4.0,3.5,3070,4684,2.0,0,0,3,2190,880,5,0
240000.0,2.0,1.75,1330,7200,1.0,0,0,3,1330,0,21,0
325000.0,3.0,1.0,990,6750,1.0,0,0,4,990,0,67,1
535800.0,4.0,2.5,1900,5790,2.0,0,0,3,1900,0,20,0
720000.0,3.0,2.5,2020,1159,3.0,0,3,3,2020,0,14,0
374000.0,3.0,1.75,2000,9416,1.0,0,0,4,2000,0,53,1
189650.0,2.0,1.75,1100,7600,1.0,0,0,3,1100,0,34,0
420850.0,1.0,1.0,960,40946,1.0,0,0,5,960,0,69,0
815000.0,4.0,2.75,3488,9614,2.0,0,0,3,3488,0,16,1
1065000.0,2.0,1.75,1890,9466,2.0,0,0,3,1890,0,27,1
199000.0,4.0,2.0,2030,8120,2.0,0,0,3,2030,0,64,1
195000.0,3.0,1.75,1380,7350,1.0,0,0,3,990,390,33,1
288400.0,3.0,2.25,1870,3230,2.0,0,0,3,1870,0,17,0
442000.0,4.0,2.25,2080,12007,1.0,0,0,4,1220,860,35,0
619420.0,4.0,2.75,2450,14803,2.0,0,0,4,2450,0,26,0
635000.0,4.0,2.25,2750,6180,1.0,0,0,4,1500,1250,66,0
210000.0,3.0,1.0,1240,4842,1.0,0,0,4,1240,0,98,0
512500.0,3.0,2.5,1900,7604,2.0,0,0,3,1900,0,24,1
567000.0,3.0,2.5,2540,6093,2.0,0,0,3,2540,0,15,0
525000.0,3.0,2.75,2100,10362,2.0,0,0,3,1510,590,16,1
475000.0,4.0,2.0,1790,2250,1.0,0,2,4,840,950,105,1
250000.0,3.0,2.0,1170,7258,1.0,0,0,3,1170,0,30,0
220000.0,3.0,1.0,1060,9126,1.0,0,2,5,1060,0,58,0
230000.0,5.0,2.0,1930,6120,1.5,0,0,3,1930,0,73,1
385500.0,3.0,2.0,1540,7947,1.0,0,0,3,1120,420,53,1
895000.0,5.0,3.0,2876,13927,1.0,0,2,4,1970,906,41,0
368250.0,3.0,2.5,2150,7484,2.0,0,0,3,2150,0,26,1
249900.0,2.0,1.0,1140,5500,1.0,0,0,3,1140,0,67,1
350000.0,3.0,1.5,980,7790,1.0,0,0,5,980,0,45,0
175000.0,3.0,1.75,1230,13056,1.0,0,0,4,1230,0,52,0
270000.0,3.0,1.75,1390,10905,1.0,0,0,3,860,530,57,1
495000.0,3.0,3.5,2380,6250,2.0,0,3,3,1670,710,17,0
542500.0,5.0,3.25,3010,1074218,1.5,0,0,5,2010,1000,83,0
330000.0,3.0,1.0,1250,9126,1.0,0,0,3,1250,0,45,1
1003000.0,4.0,2.75,2290,6120,2.0,0,0,4,2170,120,88,1
299800.0,2.0,1.0,790,5240,1.0,0,0,4,790,0,89,1
299900.0,3.0,2.5,2720,6014,2.0,0,0,3,2720,0,12,0
691000.0,4.0,2.75,2550,8632,1.0,0,0,3,1700,850,42,1
195000.0,2.0,1.0,1080,3899,1.0,0,0,4,1080,0,42,0
405000.0,3.0,1.75,2470,9620,1.0,0,1,4,1570,900,52,0
360000.0,2.0,0.75,850,7710,1.0,0,2,5,550,300,105,1
256750.0,3.0,2.5,1990,8991,1.0,0,0,3,1570,420,45,1
332500.0,3.0,2.25,1800,10500,2.0,0,0,3,1800,0,19,0
975000.0,5.0,4.0,4850,36450,2.0,0,0,3,4850,0,37,1
218000.0,3.0,1.0,1020,7874,1.0,0,0,3,1020,0,58,1
429000.0,3.0,2.5,2420,49928,2.0,0,0,3,1860,560,29,0
589000.0,4.0,2.5,2910,5776,2.0,0,2,3,2910,0,16,1
255000.0,3.0,1.5,1060,9039,1.0,0,0,3,1060,0,41,1
668750.0,4.0,2.5,2340,6420,1.0,0,2,3,1590,750,50,1
344500.0,4.0,2.75,1800,5453,1.0,0,0,3,1050,750,12,0
452000.0,4.0,2.0,1660,6150,1.0,0,0,3,850,810,69,1
540000.0,3.0,1.75,1300,62290,1.0,0,0,3,1300,0,31,1
246000.0,3.0,1.5,1780,23819,1.0,0,0,3,1780,0,61,0
535000.0,2.0,1.0,1030,4841,1.0,0,0,3,920,110,75,1
970000.0,4.0,3.25,2790,5420,1.0,0,3,3,1130,1660,51,1
430000.0,3.0,1.0,1150,3000,1.0,0,0,5,1150,0,108,0
520000.0,4.0,2.5,3290,11446,2.0,0,0,3,3290,0,22,0
712000.0,4.0,2.5,3400,247421,2.0,0,0,3,3400,0,13,0
450000.0,2.0,1.0,1200,4000,1.0,0,0,3,1070,130,74,1
220000.0,4.0,2.5,2160,8005,2.0,0,0,3,2160,0,21,0
525000.0,3.0,1.0,1450,4000,1.0,0,1,4,950,500,66,0
540000.0,3.0,2.0,1470,1691,2.0,0,0,3,1000,470,7,0
600000.0,4.0,2.5,2360,5226,2.0,0,0,3,2360,0,13,0
600000.0,3.0,2.25,2230,9053,2.0,0,0,4,2230,0,27,0
625000.0,4.0,2.5,2630,48706,2.0,0,0,3,2630,0,28,0
150000.0,3.0,1.0,1010,25000,1.0,0,0,3,1010,0,48,1
389999.0,3.0,2.25,1445,1471,2.0,0,0,3,1300,145,11,0
285000.0,3.0,1.75,2380,6000,1.5,0,0,3,1320,1060,79,1
744000.0,4.0,2.75,2830,13059,2.0,0,0,3,2830,0,16,1
700000.0,4.0,2.5,3010,46173,2.0,0,0,3,3010,0,18,0
318989.0,4.0,2.25,2000,9000,1.0,0,0,4,2000,0,36,1
556000.0,3.0,2.25,2020,3600,2.0,0,0,3,2020,0,16,1
275000.0,3.0,2.5,2030,6326,2.0,0,0,3,2030,0,21,0
430000.0,3.0,2.75,2550,11160,2.0,0,0,3,2550,0,20,0
300000.0,2.0,1.0,970,13700,1.0,0,0,3,970,0,65,1
396450.0,3.0,1.75,1540,12446,1.0,0,0,5,1540,0,47,0
225000.0,2.0,1.0,1396,111949,1.0,0,0,3,1396,0,74,1
700000.0,4.0,3.25,2780,7875,2.0,0,0,3,2780,0,8,0
260000.0,6.0,2.0,2220,8797,1.0,0,0,3,2220,0,37,1
655000.0,4.0,3.5,2350,13402,2.0,0,3,3,1670,680,20,0
413800.0,3.0,2.0,1440,4421,1.0,0,0,3,1440,0,7,0
950000.0,5.0,3.75,5330,6000,2.0,0,2,3,3570,1760,8,0
334990.0,4.0,2.5,2220,4228,2.0,0,0,3,2220,0,0,0
1030000.0,3.0,4.0,3880,13095,2.0,0,3,3,3700,180,5,0
1130000.0,4.0,3.25,3810,8519,1.0,0,1,3,2680,1130,7,0
556000.0,3.0,3.0,1960,1168,2.0,0,0,3,1600,360,7,0
360000.0,3.0,2.5,1530,1131,3.0,0,0,3,1530,0,5,0
480000.0,4.0,2.25,3250,34293,2.0,0,0,4,3250,0,31,0
324000.0,3.0,2.5,1750,7208,2.0,0,0,3,1750,0,20,0
1050000.0,4.0,3.25,3440,35021,2.0,0,0,3,3440,0,31,1
275000.0,1.0,0.75,1170,14149,1.0,0,0,5,880,290,52,0
180000.0,3.0,1.0,870,5330,1.0,0,0,3,870,0,45,1
749000.0,4.0,2.5,2930,18199,2.0,0,0,3,2930,0,16,1
373500.0,2.0,1.0,800,3330,1.0,0,0,3,800,0,96,0
770000.0,4.0,2.5,2350,8001,2.0,0,0,4,2350,0,27,0
356000.0,2.0,1.75,1060,16470,1.0,0,0,3,1060,0,37,1
625000.0,3.0,1.75,2060,12558,1.0,0,0,4,1350,710,30,0
494400.0,2.0,1.75,1560,1750,1.0,0,0,4,780,780,110,0
585000.0,4.0,1.75,3000,42200,1.0,0,3,3,1500,1500,64,1
926300.0,3.0,1.5,1660,4800,2.0,0,0,3,1660,0,107,1
600000.0,3.0,1.75,1650,5100,1.0,0,0,5,1040,610,106,0
430000.0,4.0,3.0,3220,8936,2.0,0,0,3,2450,770,24,1
307000.0,3.0,1.5,2320,7500,1.0,0,0,3,2320,0,38,0
604700.0,4.0,2.75,2750,14982,1.0,0,3,3,1720,1030,33,1
219900.0,3.0,1.0,910,6000,1.0,0,0,2,910,0,58,0
270000.0,2.0,1.5,840,867,2.0,0,0,3,840,0,9,0
432000.0,3.0,2.25,1470,1578,2.0,0,0,3,1090,380,7,0
300000.0,6.0,2.0,2040,10812,1.0,0,0,4,2040,0,71,0
361000.0,3.0,1.0,1100,4046,1.5,0,4,4,1100,0,92,0
249950.0,2.0,1.0,940,8532,1.0,0,0,4,940,0,55,0
320000.0,3.0,2.0,1110,10500,1.0,0,0,5,1110,0,36,0
305000.0,4.0,1.75,2200,8100,1.5,0,0,5,1400,800,72,0
503000.0,2.0,1.75,2860,59612,1.0,1,4,3,1510,1350,66,1
235750.0,2.0,1.0,740,11250,1.0,0,0,2,740,0,76,0
657000.0,4.0,1.75,2740,8520,1.0,0,2,3,1370,1370,60,1
385000.0,3.0,1.0,1250,7300,1.0,0,0,4,1250,0,58,0
389950.0,4.0,2.5,3140,8060,2.0,0,0,3,3140,0,23,0
150000.0,2.0,1.0,820,10270,1.0,0,0,3,820,0,60,1
254500.0,4.0,2.75,2570,7264,2.0,0,0,3,1720,850,16,1
555000.0,4.0,2.25,2350,8140,1.0,0,0,4,1430,920,37,0
1075000.0,4.0,3.0,3600,9200,1.0,0,4,4,2100,1500,38,1
245000.0,4.0,2.0,1580,8000,1.0,0,0,3,1040,540,47,1
319950.0,2.0,1.0,1070,5824,1.0,0,2,5,1070,0,65,0
337000.0,3.0,1.0,1070,6109,1.0,0,0,5,1070,0,63,0
492000.0,4.0,2.0,1640,5000,2.0,0,0,3,1640,0,107,1
348580.0,3.0,1.0,1220,7876,1.0,0,0,3,1220,0,48,1
180000.0,2.0,1.0,1400,4500,1.0,0,0,3,900,500,92,1
400000.0,3.0,1.0,1040,6250,1.0,0,0,3,1040,0,72,1
295000.0,4.0,2.0,980,10640,1.0,0,0,5,980,0,36,0
910000.0,4.0,3.25,3340,10890,1.5,0,0,3,2240,1100,51,1
1150000.0,6.0,4.5,6040,219542,2.0,0,0,3,4100,1940,18,0
431500.0,3.0,3.5,1900,1612,2.0,0,0,3,1430,470,6,0
180000.0,4.0,1.5,1740,7292,1.0,0,0,3,1020,720,52,1
677000.0,3.0,2.0,2000,3207,1.0,0,0,4,1100,900,98,0
635700.0,4.0,2.5,3240,13978,1.0,0,0,3,1860,1380,37,1
482000.0,5.0,2.25,2230,9600,1.0,0,0,3,1320,910,36,0
168000.0,2.0,2.5,1160,2174,2.0,0,0,3,1160,0,16,1
805000.0,4.0,2.75,2410,6000,1.0,0,0,5,1410,1000,64,0
398000.0,2.0,1.0,590,10945,1.5,0,0,3,590,0,31,1
665000.0,4.0,2.5,2600,17388,2.0,0,0,3,2600,0,18,0
592500.0,4.0,3.0,2170,8240,1.0,0,0,4,1370,800,46,0
940000.0,4.0,2.75,2080,4000,1.5,0,0,3,2080,0,102,1
655000.0,4.0,2.5,2860,12394,2.0,0,0,3,2860,0,15,0
622500.0,4.0,2.5,2980,8107,2.0,0,0,3,2980,0,14,0
380000.0,2.0,2.5,1230,987,2.0,0,0,3,1060,170,3,0
648360.0,4.0,1.75,2260,7005,1.0,0,1,4,1130,1130,67,1
432000.0,3.0,2.75,2200,14925,1.0,0,0,3,1100,1100,32,0
1050000.0,4.0,2.5,3030,12590,1.5,0,0,4,3030,0,26,0
353250.0,2.0,1.0,1060,1600,2.0,0,0,3,1060,0,35,1
1000000.0,4.0,3.0,4260,18687,2.0,0,0,3,4260,0,18,0
320000.0,3.0,2.25,998,844,2.0,0,0,3,798,200,7,0
349900.0,4.0,2.5,2052,3723,2.0,0,0,3,2052,0,0,0
330000.0,4.0,3.5,3150,6202,2.0,0,0,3,3150,0,9,0
408000.0,3.0,2.25,1950,7221,1.0,0,0,4,1950,0,8,0
321000.0,3.0,2.25,1347,1292,3.0,0,0,3,1347,0,4,0
1051000.0,4.0,3.75,3860,5474,2.5,0,0,3,3860,0,7,0
359000.0,3.0,1.5,1360,885,3.0,0,0,3,1360,0,6,0
300000.0,5.0,2.5,2760,6000,2.0,0,0,3,2760,0,8,0
380000.0,5.0,3.5,2420,4670,2.0,0,0,3,2420,0,1,1
660000.0,3.0,2.5,2450,4332,2.0,0,0,3,2450,0,4,0
355000.0,3.0,2.25,1280,959,3.0,0,0,3,1280,0,9,0
259000.0,3.0,2.5,1550,3569,2.0,0,0,3,1550,0,3,0
353000.0,1.0,1.0,550,1279,2.0,0,0,3,550,0,6,0
430000.0,2.0,2.5,1520,1588,2.0,0,0,3,1240,280,7,0
460000.0,3.0,1.0,1670,4005,1.5,0,0,4,1170,500,75,1
80000.0,1.0,0.75,430,5050,1.0,0,0,2,430,0,102,0
782000.0,4.0,2.5,2380,9614,2.0,0,0,4,2380,0,23,0
218000.0,3.0,1.0,960,9633,1.0,0,0,5,960,0,32,0
325000.0,3.0,1.0,1920,6862,1.0,0,2,3,1120,800,62,1
980000.0,4.0,3.0,3680,5854,1.0,0,3,3,2060,1620,47,1
902000.0,4.0,2.25,2530,9200,1.0,0,0,5,1570,960,38,0
556000.0,5.0,2.5,3840,16905,2.0,0,0,3,3840,0,23,0
662990.0,3.0,1.75,1240,3600,1.5,0,0,5,1240,0,88,0
225000.0,2.0,1.0,1300,11867,1.5,0,0,4,1300,0,39,0
439950.0,4.0,2.5,2380,12067,2.0,0,0,3,2380,0,12,0
175000.0,2.0,1.0,1300,44431,1.0,0,0,5,1300,0,56,0
306000.0,2.0,1.0,780,13500,1.0,0,0,4,780,0,68,1
235000.0,4.0,2.5,1810,39639,1.0,0,0,3,1230,580,44,1
399500.0,3.0,1.75,2420,12676,2.0,0,0,3,2420,0,103,1
478000.0,3.0,1.0,1280,2580,1.5,0,0,3,1280,0,104,1
515000.0,2.0,1.0,1680,6500,1.0,0,0,4,1140,540,73,1
550000.0,3.0,2.5,2510,5400,2.0,0,0,3,2510,0,22,0
149000.0,3.0,1.0,1700,8645,1.0,0,0,3,1700,0,59,1
526000.0,3.0,1.75,1680,3420,1.0,0,0,3,960,720,22,0
527550.0,1.0,0.75,820,59677,1.0,0,0,3,820,0,15,0
1050000.0,3.0,4.0,4380,42769,2.0,0,0,5,4380,0,31,0
625000.0,3.0,2.5,2600,10092,1.0,0,0,3,2600,0,30,0
950000.0,5.0,3.25,3400,7452,2.0,0,0,3,3400,0,15,0
377691.0,5.0,1.75,2120,8399,1.0,0,0,4,1320,800,72,1
648475.0,4.0,2.75,2250,5700,1.0,0,0,3,1200,1050,63,1
383000.0,3.0,1.0,1800,5612,1.0,0,0,4,1200,600,72,1
535000.0,3.0,2.5,2210,7620,2.0,0,0,3,2210,0,20,0
449950.0,3.0,2.0,1560,4080,2.0,0,0,3,1560,0,91,1
465425.0,4.0,2.75,2430,20720,1.0,0,0,3,2430,0,47,1
675000.0,4.0,2.5,2560,36601,2.0,0,0,4,2560,0,27,0
599000.0,3.0,2.75,1960,2500,1.5,0,0,5,1410,550,88,0
416000.0,3.0,1.5,1110,9762,1.0,0,0,4,1110,0,51,0
595000.0,2.0,1.5,1030,4500,1.0,0,0,3,830,200,90,1
200000.0,4.0,1.0,1350,11507,1.0,0,0,3,1350,0,48,1
402000.0,3.0,2.0,1540,1827,2.0,0,0,3,1540,0,9,0
433000.0,4.0,1.75,1830,9600,1.0,0,0,4,1010,820,48,0
275000.0,4.0,1.5,1930,15531,2.0,0,0,3,1930,0,35,1
410000.0,3.0,2.0,1650,9641,1.5,0,0,3,1650,0,31,1
554820.0,4.0,2.0,3510,12905,1.0,0,2,3,2210,1300,49,1
735000.0,3.0,2.5,2390,9157,2.0,0,0,3,2390,0,30,0
607000.0,3.0,1.0,1230,8114,1.0,0,0,4,1230,0,63,1
549900.0,4.0,3.0,2830,213879,2.0,0,0,4,2830,0,27,0
258000.0,3.0,1.75,1620,7540,1.0,0,0,3,1310,310,26,1
661254.0,4.0,4.0,2290,6250,1.5,0,0,5,1690,600,74,0
945000.0,4.0,2.0,2840,13367,1.0,0,0,3,1420,1420,62,1
799950.0,4.0,3.5,4220,196817,2.0,0,0,3,4220,0,21,0
132500.0,3.0,1.0,1080,10500,1.0,0,0,3,1080,0,47,1
467100.0,3.0,1.75,1620,8645,1.0,0,0,3,1190,430,41,1
641000.0,3.0,1.75,1620,3975,1.0,0,0,5,940,680,88,0
350000.0,3.0,1.0,1010,11244,1.0,0,0,4,1010,0,67,1
335000.0,4.0,2.5,1750,8476,1.0,0,0,4,1240,510,31,0
900000.0,3.0,3.5,4080,217697,1.5,0,3,3,4080,0,14,0
440000.0,4.0,2.5,2560,10400,1.0,0,0,4,1280,1280,49,0
464600.0,3.0,1.75,1120,5500,1.5,0,0,4,1120,0,89,1
300000.0,2.0,1.0,1340,7788,1.0,0,2,3,1340,0,67,1
670500.0,4.0,2.0,1590,6750,1.0,0,0,3,1590,0,63,1
552000.0,3.0,1.0,1430,5000,1.0,0,0,4,1080,350,95,1
244000.0,4.0,1.0,1450,8960,1.0,0,0,3,1450,0,71,1
788600.0,4.0,2.75,3500,7200,2.0,0,0,3,3500,0,9,0
445000.0,3.0,2.0,1630,8702,1.0,0,0,3,1630,0,27,1
530000.0,4.0,1.75,1814,5000,1.0,0,0,4,944,870,63,1
90000.0,2.0,1.0,580,7500,1.0,0,0,3,580,0,71,1
585000.0,3.0,2.0,1670,4572,1.5,0,0,3,1670,0,83,0
498000.0,2.0,2.0,1140,8282,1.0,0,0,3,1140,0,90,1
379000.0,2.0,1.0,800,6380,1.0,0,2,3,800,0,74,1
462000.0,3.0,1.75,1300,2580,1.0,0,0,5,820,480,95,1
388000.0,4.0,2.5,2440,7155,2.0,0,0,3,2440,0,21,0
255000.0,3.0,2.0,1490,8371,1.5,0,0,3,1490,0,30,0
665000.0,3.0,2.75,1800,9550,1.0,0,0,4,1320,480,48,0
550000.0,3.0,2.0,1830,9152,1.0,0,0,5,1830,0,55,0
606000.0,3.0,1.0,1500,3920,1.0,0,0,3,1000,500,67,1
334000.0,4.0,2.5,2210,6080,1.0,0,2,4,1410,800,49,0
360000.0,3.0,2.0,1270,1323,3.0,0,0,3,1270,0,8,0
235000.0,2.0,1.0,1140,1730,1.5,0,0,3,1010,130,7,0
580000.0,3.0,2.5,1620,1173,3.0,0,4,3,1470,150,6,0
355000.0,3.0,2.0,1220,1186,3.0,0,0,3,1220,0,7,0
375000.0,2.0,2.5,750,1430,2.0,0,0,3,750,0,8,0
372000.0,4.0,1.75,1960,9300,1.0,0,0,5,1340,620,35,0
479000.0,3.0,1.0,1370,3000,1.5,0,0,3,1370,0,90,1
501000.0,2.0,1.0,1010,4320,1.0,0,0,5,1010,0,90,1
245000.0,3.0,1.75,1260,6908,1.0,0,0,3,1260,0,20,0
496700.0,3.0,2.5,1740,5782,2.0,0,0,4,1740,0,25,0
347000.0,4.0,1.5,2670,10026,2.0,0,0,3,2670,0,18,0
199000.0,2.0,1.0,720,7200,1.0,0,0,5,720,0,71,0
440500.0,3.0,2.5,2460,4399,2.0,0,0,3,2460,0,7,0
820000.0,4.0,2.5,3670,7000,2.0,0,0,3,3670,0,9,0
325000.0,4.0,3.5,2630,3435,1.5,0,3,3,1640,990,30,0
195000.0,3.0,1.75,1570,8459,1.0,0,0,3,1570,0,23,0
675000.0,3.0,3.0,2980,28000,1.0,0,0,3,1820,1160,33,1
295000.0,3.0,2.5,1560,4200,2.0,0,0,3,1560,0,11,0
355300.0,3.0,2.5,1620,7410,1.0,0,0,5,1620,0,59,0
276000.0,3.0,1.0,1140,5000,1.0,0,0,3,1140,0,54,1
460000.0,2.0,1.5,2730,19877,1.0,0,0,4,1570,1160,38,1
880000.0,3.0,2.0,2130,35169,1.0,0,0,4,2130,0,25,0
370000.0,3.0,2.5,1780,4050,2.0,0,0,3,1780,0,13,0
346000.0,4.0,2.5,2100,3916,2.0,0,0,3,2100,0,5,0
172500.0,3.0,1.0,1140,8800,1.0,0,0,3,1140,0,42,1
379950.0,3.0,1.5,1690,9144,1.0,0,0,4,1140,550,58,0
468000.0,2.0,1.0,1160,6000,1.0,0,0,4,860,300,72,1
477000.0,4.0,2.75,1720,6270,2.0,0,0,3,1720,0,36,0
529000.0,3.0,1.0,1210,3328,1.5,0,0,4,1210,0,90,0
312000.0,3.0,1.5,1255,1374,3.0,0,0,3,1255,0,10,1
326100.0,2.0,1.0,880,7683,1.0,0,0,3,880,0,72,1
360000.0,3.0,1.0,1050,9206,1.5,0,0,3,1050,0,60,1
438000.0,3.0,1.75,1650,12940,1.0,0,0,4,1650,0,53,1
360000.0,3.0,1.0,1570,9467,1.0,0,0,3,1570,0,60,1
1050000.0,4.0,2.5,2920,7200,1.0,0,3,3,1470,1450,93,1
688000.0,4.0,3.0,3000,4000,1.5,0,3,3,1970,1030,101,1
585000.0,3.0,1.75,1850,7735,1.0,0,0,4,1850,0,31,0
265000.0,3.0,2.5,1440,7741,1.0,0,0,4,1000,440,31,0
375000.0,3.0,1.75,1440,8775,1.0,0,0,3,1440,0,41,1
326500.0,3.0,1.0,1810,12375,2.0,0,0,3,1810,0,44,1
160000.0,2.0,1.0,1180,9350,1.0,0,0,3,1180,0,96,0
735000.0,5.0,2.75,3390,5211,2.0,0,0,3,3390,0,10,1
400000.0,2.0,1.0,1470,6120,1.0,0,0,2,1470,0,74,0
800000.0,4.0,2.5,2680,7200,1.0,0,0,3,1380,1300,62,1
949880.0,4.0,2.25,2290,10687,2.0,0,0,3,2290,0,36,0
405000.0,3.0,1.75,1980,8100,1.0,0,0,4,1310,670,65,1
399000.0,4.0,2.5,2870,9292,2.0,0,0,3,2540,330,35,1
730001.0,3.0,2.0,1840,4750,1.0,0,0,5,1010,830,63,0
260000.0,3.0,2.0,1630,8018,1.0,0,0,3,1630,0,11,0
751750.0,2.0,2.0,1880,5400,1.5,0,0,3,1880,0,112,0
325000.0,3.0,1.75,1780,13095,1.0,0,0,4,1780,0,31,0
